animal_id,has_name,is_adopted,sex_male,spay_neuter,cfa_approved,is_kitten,season_Fall,season_Spring,season_Summer,season_Winter,is_weekend,time_of_day_Afternoon,time_of_day_Closed,time_of_day_Morning,is_shorthair,is_solid_pattern,color_black,color_other,color_white
A657347,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
A689559,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A685364,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0
A661851,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
A666407,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
A669471,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
A670647,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
A685701,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
A690297,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
A657037,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
A667529,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A664218,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A666698,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
A693751,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
A680448,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A603439,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A687536,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
A670296,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
A671629,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
A692264,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
A674664,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
A679189,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
A683234,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
A681403,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0
A683723,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A681824,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
A664284,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A686743,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A678072,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
A683943,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A683307,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
A675939,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
A672300,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
A665093,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
A678118,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
A684610,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
A680401,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A672824,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
A661112,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
A674348,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A681818,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A676223,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A679080,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0
A687683,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A564751,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
A667915,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
A678480,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
A680803,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
A656250,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
A669885,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
A671796,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
A616205,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
A683412,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
A680483,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A680373,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
A688455,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
A679320,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
A685281,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A670705,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
A685201,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
A665843,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A675423,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
A676646,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
A689462,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A688952,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
A676782,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
A687665,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A563632,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
A658252,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A680702,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A679787,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
A664217,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A681176,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A664545,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A681780,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
A669078,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
A683123,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A677172,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A688497,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A677469,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
A682396,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A679173,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
A667203,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A665447,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
A679653,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
A669143,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
A679078,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
A690271,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
A626165,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A682615,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A683819,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A687278,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A666885,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A664061,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0
A668713,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A687881,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A688368,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A689829,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A678201,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A677570,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
A676272,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
A686939,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A682506,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1
A668206,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A668540,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
A691647,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
A686176,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A678371,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A659621,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
A684066,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
A690310,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A694204,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
A684929,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A693711,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
A683101,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
A691751,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A693074,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
A665362,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A575322,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A665063,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0
A670000,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
A685315,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
A681262,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A686146,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0
A682269,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A685177,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
A692850,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
A682197,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A679950,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A683098,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A665190,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
A686670,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0
A685109,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
A693331,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1
A663640,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A683606,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A679864,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
A682592,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A667344,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
A686096,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A678764,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
A678299,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
A689340,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A666667,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A658799,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0
A589224,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0
A538907,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
A680817,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A680319,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A682162,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A681801,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A677210,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0
A677246,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
A687929,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
A693151,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
A682187,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
A685425,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A682531,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A693347,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
A685087,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
A677917,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
A681883,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
A667355,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
A681802,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A682403,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A673808,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
A675869,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0
A665291,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0
A689277,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
A677548,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
A691465,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A663319,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A671219,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A689346,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
A689222,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
A614481,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
A669347,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A681724,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
A679977,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
A669298,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
A675514,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
A688590,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A664335,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
A686867,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A679958,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
A684252,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
A672515,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A663918,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
A678059,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A689138,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
A682570,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
A662257,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
A670811,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
A630888,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A664708,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
A683448,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A681533,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A683140,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A667448,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
A678668,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
A691202,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
A679059,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
A682679,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A664336,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A668178,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
A674922,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
A684703,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A671181,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
A681974,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A686097,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0
A675216,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A687341,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
A684750,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0
A681398,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
A693284,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
A680816,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
A667221,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
A669903,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A689255,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A666975,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
A678085,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A686456,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A693738,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
A658616,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A686327,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
A685824,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A685190,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
A681260,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
A680400,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0
A678830,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0
A688068,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
A684184,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
A693603,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A658253,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A683446,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
A689795,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1
A683342,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
A692847,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
A682826,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
A485352,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A686696,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A687866,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
A666077,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
A687753,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A692236,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
A665801,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A677993,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
A680743,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A683941,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
A683874,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A685729,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
A666586,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
A684156,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
A662762,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
A665859,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
A686672,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
A685354,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
A693099,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
A682794,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
A677269,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
A689046,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A669880,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
A689908,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0
A680134,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
A673156,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A660135,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
A671623,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
A665740,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
A692953,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
A684509,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A689078,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
A677908,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
A681381,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
A670328,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
A673936,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
A678145,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0
A688280,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
A691553,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
A681420,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
A662430,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
A672821,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
A671126,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
A684655,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
A690241,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A667626,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
A694028,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1
A682556,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0
A666448,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
A684030,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
A678262,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
A669239,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
A685793,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
A686187,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A687901,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A663595,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0
A556804,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
A694138,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
A687941,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
A676633,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
A687773,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
A693345,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
A677629,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
A679091,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
A670956,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0
A678079,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
A689579,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0
A661036,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
A683809,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
A383036,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0
A665586,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
A671224,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A664906,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
A678588,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
A686326,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
A675777,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
A671235,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
A662437,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
A665260,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
A687502,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
A688918,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
A662741,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0
A684459,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
A672156,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
A683454,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
A683671,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
A693254,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
A690063,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
A669699,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
A690784,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
A665185,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
